timestamp,ego_x,ego_y,opp_x,opp_y,distance,ego_speed,opp_speed,ego_laps,opp_laps
1781385629.161327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.2093923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.2595882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.3093946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.35943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.4101171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.4597588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.5180168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.5594087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.6101782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.6594028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.7099445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.7594087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.8219807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.8594732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.910764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385629.9601748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.0093925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.068156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.1095593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.159481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.2136505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.259476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.310327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.3593628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.4093943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.4593701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.509648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.5601332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.609544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.6612792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.709574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.7621846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.8095267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.8595266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.9102595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1781385630.9807823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
