timestamp,lap,ego_x,ego_y,ego_vel,ego_s,ego_d,opp_x,opp_y,opp_vel,opp_s,opp_d,rel_x,rel_y,rel_vel,rel_s,rel_d,imm_trajectory
1781385961.9508555,0,-15.206693120722743,48.003768906333335,1.9959440481446262,0.0,0.0,-18.850365514296637,48.04422974709579,1.9999991223158105,0.0,0.0,-3.643672393573894,0.040460840762456485,0.004055074171184225,0.0,0.0,[]
1781385961.9982946,0,-15.306079979561824,47.99448556711258,1.9968209034194775,0.0,0.0,-18.949783570305907,48.054997159141145,1.9999993120621484,0.0,0.0,-3.6437035907440833,0.06051159202856837,0.003178408642670938,0.0,0.0,[]
1781385962.0492332,0,-15.36567569316678,47.98834643720394,1.9972531794975399,0.0,0.0,-19.009486477272205,48.06095758556542,1.999999405604156,0.0,0.0,-3.6438107841054244,0.07261114836148153,0.002746226106616012,0.0,0.0,[]
1781385962.099818,0,-15.44507560425984,47.9794222100883,1.9977395285568973,0.0,0.0,-19.089204566728856,48.067657303898315,1.9999995108472395,0.0,0.0,-3.6441289624690167,0.08823509381001315,0.0022599822903421884,0.0,0.0,[]
1781385962.1474314,0,-15.464927717927557,47.97718372422132,1.9978470139740168,0.0,0.0,-19.10914960889651,48.06913872517117,1.9999995341064531,0.0,0.0,-3.644221890968952,0.0919550009498522,0.0021525201324363863,0.0,0.0,[]
1781385962.1973937,0,-15.56436543731018,47.967563046573844,1.9983124675151043,0.0,0.0,-19.20896652084609,48.07512599541266,1.999999634827869,0.0,0.0,-3.6446010835359104,0.10756294883881878,0.001687167312764748,0.0,0.0,[]
1781385962.2474124,0,-15.624123979848664,47.962742771416536,1.9985419289063195,0.0,0.0,-19.26892149502908,48.07743799100227,1.9999996844819679,0.0,0.0,-3.644797515180416,0.11469521958573381,0.0014577555756483118,0.0,0.0,[]
1781385962.297338,0,-15.723856796767588,47.95644088825236,1.9988571489521167,0.0,0.0,-19.368878999948425,48.08033272850712,1.9999997526937368,0.0,0.0,-3.6450222031808366,0.12389184025476396,0.0011426037416200074,0.0,0.0,[]
1781385962.3496625,0,-15.823736794448697,47.95278972642133,1.9991042216505706,0.0,0.0,-19.468865412124345,48.08193191557139,1.9999998061588193,0.0,0.0,-3.645128617675647,0.12914218915005904,0.0008955845082487812,0.0,0.0,[]
1781385962.398214,0,-15.883702620189949,47.951771326044344,1.9992260246665838,0.0,0.0,-19.528864425547447,48.08224104892939,1.9999998325162776,0.0,0.0,-3.645161805357498,0.13046972288504577,0.0007738078496937195,0.0,0.0,[]
1781385962.449187,0,-16.003657195830808,47.95227211298161,1.9994221964087924,0.0,0.0,-19.64885480386579,48.08098519379528,1.9999998749666916,0.0,0.0,-3.6451976080349837,0.12871308081366806,0.0005776785578992527,0.0,0.0,[]
1781385962.5003223,0,-16.083604339859438,47.95448432976126,1.9995245016860486,0.0,0.0,-19.72885125378662,48.0804520963755,1.9999998971049537,0.0,0.0,-3.6452469139271813,0.12596776661424514,0.0004753954189051779,0.0,0.0,[]
1781385962.5485177,0,-16.16349965290569,47.95819564025466,1.9996086929018595,0.0,0.0,-19.80884212968308,48.0815464100546,1.999999915323439,0.0,0.0,-3.6453424767773903,0.12335076979994142,0.0003912224215794069,0.0,0.0,[]
1781385962.5986125,0,-16.26325463484591,47.96490806035377,1.9996932894911006,0.0,0.0,-19.908761358579323,48.08548958389629,1.9999999336296448,0.0,0.0,-3.645506723733412,0.12058152354251916,0.0003066441385441987,0.0,0.0,[]
1781385962.6560462,0,-16.343005043041146,47.97107830644763,1.9997475953211918,0.0,0.0,-19.988605154431834,48.09046707695354,1.999999945381108,0.0,0.0,-3.6456001113906886,0.1193887705059069,0.0002523500599160844,0.0,0.0,[]
1781385962.6985533,0,-16.422843206086185,47.975992597524076,1.9997922858198995,0.0,0.0,-20.06833911322794,48.096971828740195,1.9999999550518697,0.0,0.0,-3.645495907141754,0.12097923121611842,0.0002076692319701312,0.0,0.0,[]
1781385962.7473283,0,-16.52274433852232,47.98016953053777,1.9998371914994977,0.0,0.0,-20.167866369092465,48.10668085002956,1.9999999647691955,0.0,0.0,-3.645122030570146,0.12651131949179018,0.00016277326969782457,0.0,0.0,[]
1781385962.7982497,0,-16.622723275683732,47.9816492724884,1.999872389030816,0.0,0.0,-20.267386109237236,48.11646932648817,1.999999972385735,0.0,0.0,-3.644662833553504,0.1348200539997748,0.00012758335491880324,0.0,0.0,[]
1781385962.852289,0,-16.72270995141344,47.98062603760077,1.9998999772161417,0.0,0.0,-20.36704194830801,48.12473298632552,1.9999999783556563,0.0,0.0,-3.6443319968945715,0.1441069487247475,0.0001000011395146938,0.0,0.0,[]
1781385962.8974035,0,-16.782682095071824,47.97890556471254,1.9999135777644823,0.0,0.0,-20.426905408643023,48.12877483873896,1.999999981298735,0.0,0.0,-3.6442233135711994,0.1498692740264218,8.64035342527103e-05,0.0,0.0,[]
1781385962.9474096,0,-16.88260732734574,47.9751538503439,1.9999322613671928,0.0,0.0,-20.5267511863595,48.134309829302055,1.9999999853417572,0.0,0.0,-3.6441438590137594,0.1591559789581538,6.772397456433765e-05,0.0,0.0,[]
1781385962.997861,0,-16.96248090167951,47.97073374347922,1.999944255096058,0.0,0.0,-20.606698044825674,48.13717374929699,1.9999999879371297,0.0,0.0,-3.6442171431461645,0.16644000581776908,5.573284107174281e-05,0.0,0.0,[]
1781385963.0480852,0,-17.002390531745714,47.968062449292596,1.9999494303970557,0.0,0.0,-20.6466901011053,48.137960222402086,1.9999999890570344,0.0,0.0,-3.6442995693595854,0.16989777310948995,5.055865997860565e-05,0.0,0.0,[]
1781385963.1028597,0,-17.042316015805238,47.96564166108387,1.999954125228297,0.0,0.0,-20.686687997593882,48.13835056131371,1.9999999900729684,0.0,0.0,-3.6443719817886446,0.17270890022983565,4.586484467128393e-05,0.0,0.0,[]
1781385963.1473932,0,-17.162219156267348,47.96099984673648,1.9999657526452186,0.0,0.0,-20.8066872000243,48.13830598496953,1.9999999925890732,0.0,0.0,-3.6444680437569517,0.17730613823304964,3.4239943854652566e-05,0.0,0.0,[]
1781385963.1979496,0,-17.262211524651526,47.9601783860348,1.99997315657277,0.0,0.0,-20.906676535539237,48.13690008640643,1.9999999941912399,0.0,0.0,-3.6444650108877106,0.1767217003716297,2.683761846977717e-05,0.0,0.0,[]
1781385963.2541053,0,-17.362200318346883,47.96137460498614,1.9999789598469708,0.0,0.0,-21.006649459808564,48.13459287761462,1.9999999954470344,0.0,0.0,-3.6444491414616813,0.17321827262848188,2.1035600063612492e-05,0.0,0.0,[]
1781385963.2976763,0,-17.46212863632549,47.96506998270801,1.9999835085126911,0.0,0.0,-21.10664341948249,48.135036981371485,1.999999996431339,0.0,0.0,-3.6445147831569997,0.16996699866347598,1.6487918647944966e-05,0.0,0.0,[]
1781385963.3474617,0,-17.54199016532743,47.96974522808399,1.9999864284775497,0.0,0.0,-21.18660340147881,48.137523034826394,1.9999999970632023,0.0,0.0,-3.644613236151379,0.16777780674240717,1.3568585652601328e-05,0.0,0.0,[]
1781385963.3973975,0,-17.60182028796457,47.97424523193539,1.9999882738585721,0.0,0.0,-21.24653603041477,48.140360840653344,1.999999997462532,0.0,0.0,-3.644715742450199,0.16611560871795206,1.1723603959845619e-05,0.0,0.0,[]
1781385963.4473987,0,-17.68149848527069,47.98140287257045,1.9999903500764569,0.0,0.0,-21.326397501156993,48.145042840479654,1.9999999979118133,0.0,0.0,-3.6448990158863026,0.1636399679092051,9.647835356396683e-06,0.0,0.0,[]
1781385963.4999056,0,-17.761056914912132,47.98977865819134,1.9999920586814544,0.0,0.0,-21.406146659118864,48.15135750550993,1.9999999982815453,0.0,0.0,-3.6450897442067323,0.1615788473185873,7.939600090933752e-06,0.0,0.0,[]
1781385963.54819,0,-17.84055030861209,47.99875910435276,1.9999934647627042,0.0,0.0,-21.4857596555899,48.1592052113931,1.999999998585813,0.0,0.0,-3.6452093469778077,0.16044610704034312,6.533823108778591e-06,0.0,0.0,[]
1781385963.5978885,0,-17.940140352640444,48.0077793433858,1.9999948776141134,0.0,0.0,-21.585043417134923,48.171132918104675,1.999999998891546,0.0,0.0,-3.6449030644944784,0.1633535747188759,5.121277432573734e-06,0.0,0.0,[]
1781385963.6503239,0,-18.039876961816223,48.015015045253065,1.9999959850215099,0.0,0.0,-21.684252520968585,48.1836677023662,1.9999999991311823,0.0,0.0,-3.644375559152362,0.16865265711313526,4.014109672434429e-06,0.0,0.0,[]
1781385963.7021415,0,-18.119758504656183,48.01934641365221,1.9999966959092472,0.0,0.0,-21.763822162877684,48.19194518620715,1.9999999992850142,0.0,0.0,-3.6440636582215014,0.1725987725549416,3.30337576692763e-06,0.0,0.0,[]
1781385963.749244,0,-18.199684411467466,48.02277801826002,1.999997280927973,0.0,0.0,-21.84352626254327,48.19879700337358,1.9999999994116087,0.0,0.0,-3.6438418510758055,0.17601898511355785,2.71848363575522e-06,0.0,0.0,[]
1781385963.797423,0,-18.27965623279012,48.02482818049065,1.9999977623639176,0.0,0.0,-21.923347139819366,48.20414264708705,1.9999999995157887,0.0,0.0,-3.643690907029246,0.17931446659640216,2.237151871087306e-06,0.0,0.0,[]
